==========
Args:Namespace(adam_beta1=0.9, adam_beta2=0.999, arch='resnet50', color_aug=False, color_jitter=False, eval_freq=-1, evaluate=False, gamma=0.1, gpu_devices='0', height=128, label_smooth=False, lambda_htri=1, lambda_xent=1, load_weights='', lr=0.0003, lr_scheduler='multi_step', margin=0.3, max_epoch=60, momentum=0.9, no_pretrained=False, num_instances=4, optim='adam', print_freq=10, query_remove=True, random_erase=False, resume='', rmsprop_alpha=0.99, root='./datasets', save_dir='log', seed=1, sgd_dampening=0, sgd_nesterov=False, source_names=['cub200'], split_id=0, start_epoch=0, start_eval=0, stepsize=[20, 40], target_names=['cub200'], test_batch_size=100, test_size=800, train_batch_size=32, train_sampler='RandomSampler', use_avai_gpus=False, use_cpu=False, visualize_ranks=False, weight_decay=0.0005, width=256, workers=4)
==========
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> CUB200 loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   150 |     8822 |         1
  query    |    50 |     2966 |         1
  gallery  |    50 |     2966 |         1
  ----------------------------------------
mean and std: tensor([0.0294, 0.2178, 0.1926]) tensor([0.7488, 0.7618, 0.8073])
=> Initializing TEST (target) datasets
=> CUB200 loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   150 |     8822 |         1
  query    |    50 |     2966 |         1
  gallery  |    50 |     2966 |         1
  ----------------------------------------


  **************** Summary ****************
  train names      : ['cub200']
  # train datasets : 1
  # train ids      : 150
  # train images   : 8822
  # train cameras  : 1
  test names       : ['cub200']
  *****************************************


Initializing model: resnet50
Initialized model with pretrained weights from https://download.pytorch.org/models/resnet50-19c8e357.pth
Model size: 23.508 M
=> Start training
Epoch: [1][10/275]	Time 0.112 (0.219)	Data 0.0001 (0.0351)	Xent 4.9875 (5.1005)	Htri 0.2562 (0.6489)	Acc 9.38 (3.12)
Epoch: [1][20/275]	Time 0.109 (0.164)	Data 0.0001 (0.0176)	Xent 4.6453 (5.1278)	Htri 0.4972 (0.6617)	Acc 0.00 (2.50)
Epoch: [1][30/275]	Time 0.109 (0.147)	Data 0.0001 (0.0118)	Xent 4.6171 (5.0820)	Htri 0.1247 (0.6937)	Acc 9.38 (3.75)
Epoch: [1][40/275]	Time 0.103 (0.137)	Data 0.0001 (0.0089)	Xent 4.8530 (5.0217)	Htri 0.8356 (0.6088)	Acc 3.12 (3.83)
Epoch: [1][50/275]	Time 0.111 (0.131)	Data 0.0001 (0.0071)	Xent 4.6261 (4.9466)	Htri 0.2209 (0.5677)	Acc 3.12 (4.31)
Epoch: [1][60/275]	Time 0.097 (0.127)	Data 0.0001 (0.0060)	Xent 4.5369 (4.8810)	Htri 0.7129 (0.5872)	Acc 15.62 (5.16)
Epoch: [1][70/275]	Time 0.103 (0.123)	Data 0.0001 (0.0051)	Xent 4.6418 (4.8348)	Htri 0.4883 (0.5809)	Acc 0.00 (5.00)
Epoch: [1][80/275]	Time 0.116 (0.122)	Data 0.0001 (0.0045)	Xent 4.2960 (4.7728)	Htri 0.6064 (0.5719)	Acc 12.50 (5.51)
Epoch: [1][90/275]	Time 0.113 (0.121)	Data 0.0003 (0.0040)	Xent 4.1678 (4.7086)	Htri 0.0000 (0.5806)	Acc 15.62 (5.87)
Epoch: [1][100/275]	Time 0.112 (0.120)	Data 0.0001 (0.0036)	Xent 4.1637 (4.6597)	Htri 0.3568 (0.5836)	Acc 3.12 (6.03)
Epoch: [1][110/275]	Time 0.114 (0.119)	Data 0.0001 (0.0033)	Xent 3.8771 (4.6078)	Htri 0.7246 (0.5906)	Acc 18.75 (6.42)
Epoch: [1][120/275]	Time 0.114 (0.119)	Data 0.0001 (0.0031)	Xent 3.8187 (4.5566)	Htri 1.1779 (0.5774)	Acc 18.75 (6.93)
